"Country","ISO3","Specie","Breed/Most common name","Language","Description","Transboundary name","Other name","Breed classification (adaptedness)","Breed classification (geographic)","Provision Uses","Regulation and Maintenance Uses","Cultural Uses","Description Of Specific Uses","Production environment/management systems","Literature related to uses and ecosystem services","Additional information","Additional information comments","Efabis cultural role comment","Efabis cultural value","Adaptability to specific environment","Specific resistance or tolerance","Specific reproductive characteristic","Special characteristic of product","Other special qualities","Reference for special qualities","Efabis genetic features","Efabis environmental role","Efabis adaptability to marginal land","Body conformation","Coat description","Coat quality","Comb type","Skin colour","Shank and foot colour","Plumage colour","Pattern within feather","Avian classification","Egg shell colour","Color comments","Efabis main colour","Efabis skin colour","Number of horns males","Number of horns females","Horn shape size and comments","Wither height males","Wither height females","Weight males","Weight females","Other specific visible traits","Herdbook","Herdbook established","Domestication status","Taxonomic classification","Description of origin","Year of origin","Import","Location within country","Eggs per year AVG","Eggs per year MIN","Eggs per year MAX","Egg weight","Wool or hair","Wool type","Fleece weight AVG","Fleece weight MIN","Fleece weight MAX","Fibre diam","Management system","Feeding of adults","Mobility","Milk per year AVG","Milk per year MIN","Milk per year MAX","Lactation length (day) AVG","Lactation length (day) MIN","Lactation length (day) MAX","Milk yield per lactation (kg) AVG","Milk yield per lactation (kg) MIN","Milk yield per lactation (kg) MAX","Milk fat AVG (%)","Milk fat MIN (%)","Milk fat MAX (%)","Milk per day (kg)","Number of lactations","Efabis milk protein AVG","Efabis milk protein MIN","Efabis milk protein MAX","Birth weight males","Birth weight females","Age maturity males","Age maturity females","Age breeding males","Age breeding females","Age first parturition (month) AVG","Age first parturition (month) MIN","Age first parturition (month) MAX","Parturition interval (day) AVG","Parturition interval (day) MIN","Parturition interval (day) MAX","Length productive life (years)","Daily gain","Carcass weight (kg)","Dressing percentage (%)","Performance data reference","Management conditions performance measured","Comments management conditions","Additional performance parameters","Litter size AVG","Litter size MIN","Litter size MAX","Local cryo conservation status","Local Risk","Detailed local risk status","Regional Transboundary Risk (detailed)","International Transboundary Risk (detailed)","A breeding programme is implemented for the breed","Animal identification","Breeding goal defined","Performance recording","Pedigree recording","Genetic evaluation (classic approach)","Genetic evaluation including genomic information","Management of genetic variation","Artificial insemination","Breeding method applied"
"Belgium","BEL","Pig","Landrace norvégien","fr.","","Norwegian Landrace","","","Regional","Meat","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Domestic","Breed","imported; exotic","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No Information","Unknown","Unknown","Not at Risk","","","","","","","","","","",""
"Belgium","BEL","Pig","Large White","eng.","","Large White","","","International","Meat","","","","","","","","","","","","This breed is known for its prolificacy.","","These are hardy animals.","","","","","","","","","","","","","","","uni coloured: white","","","","","","120","100","400","320","erect ears","","1928","Domestic","Breed","imported from United Kingdom and Netherlands","","since 1970, 80% from Large White (France, United Kingdom, Netherlands)","country-wide","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No Information","Unknown","Unknown","","Not at Risk","","","","","","","","","",""
"Belgium","BEL","Pig","Piétrain","Dutch","","Pietrain","","","International","Meat","","","","","","","","","","","","","This breed produces a lean meat.","","","","","","","","","","","","","","","","multi coloured: black, white with black spots","","","","","","95","80","300","280","short erect ears","","1953","Domestic","Breed","indigenous breed; composite of local breeds, Larger Middle White, Tamworth, Berkshire and Wessex","","since 1970, < 5% from Pietrain (Germany)","country-wide","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No Information","Unknown","Unknown","","Not at Risk","","","","","","","","","",""
"Belgium","BEL","Pig","Yorkshire","eng.","","Large White","","","International","Meat","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Domestic","Breed","imported; exotic","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No Information","Unknown","Unknown","","Not at Risk","","","","","","","","","",""
"Benin","BEN","Pig","Land Race","eng.","","Landrace","","","International","Meat","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Domestic","Breed","imported from Europe","1950s","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","the Land race has been used for cross-breeding with the Large White race and with local breeds, the cross-breed Land race x Large White is kept in intensive and semi-intensive management conditions","","","","","No Material","Unknown","Unknown","","Not at Risk","","","","","","","","","",""
"Benin","BEN","Pig","Large White","eng.","","Large White","","","International","Meat","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Domestic","Breed","imported from Europe","1950s","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","the Large White has been used for cross-breeding with Land race and with local breeds, the cross-breed Large White x Land race is kept in intensive and semi-intensive management conditions","","","","","No Material","Unknown","Unknown","","Not at Risk","","","","","","","","","",""
"Benin","BEN","Pig","Local Pig of Benin","eng.","","","Porc Local","","Local","","","","","","","","","","","These pigs are reportedly heat resistant.","This breed is reported to be trypanotolerant.","","","","","","","","","","","","","","","","","","uni coloured: black, white comment: a white belted variety exists","","","","","","40","32","50","40","","","","Domestic","Breed","indigenous breed","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No Material","Unknown","Unknown","","","","","","","","","","","",""
"Benin","BEN","Pig","Meishan","","","Meishan","","","International","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Lyon","Kpinnou in the district of Mono","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No Material","Unknown","Unknown","","Unknown","","","","","","","","","",""
"Benin","BEN","Pig","local africain","fr.","","","","","Local","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","uni coloured: black","","","","","","","","","","small in size","","","Domestic","Breed","indigenous breed","","","country-wide","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No Material","Unknown","Unknown","","","","","","","","","","","",""
"Burkina Faso","BFA","Pig","Korogho","","","Korhogo","","","Regional","Meat","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Domestic","Breed","imported; product of two types of crossbreeding; either Large White X la Locale Ivoirienne, or Large White X la Land Race","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No Material","Unknown","Unknown","Unknown","","","","","","","","","","",""
"Burkina Faso","BFA","Pig","Korogo","Français","","Korhogo","","Locally adapted","Regional","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No Information","Unknown","Unknown","Unknown","","","","","","","","","","",""
"Burkina Faso","BFA","Pig","Large white","Anglais","","Large White","","Exotic","International","General crossbreeding, Meat, Saving security","Fertilizer","Cultural and religious ceremonies","","Intensive and semi-intensive systems","FAO, 2012; Gomgnimbou et al, 2014","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No Information","Unknown","Unknown","","Not at Risk","","","","","","","","","",""
