"Country","ISO3","Specie","Breed/Most common name","Year","Population min","Population max","Trend","Population figured based on","Breeding male","Breeding female","Females registered in herdbooks","Females bred pure","Herds","Herds size (avg)","AI used","Male in AI","In situ conservation programmes in place","Reliability","Last update","Geographical classification"
"Australia","AUS","Cattle","Guernsey","2006","1773","1773","","","","","1773","","","","","","","","11 Apr 2012","International"
"Australia","AUS","Cattle","Guernsey","2007","1612","1612","","","","","1612","","","","","","","","11 Apr 2012","International"
"Australia","AUS","Cattle","Guernsey","2008","1485","1485","","","","","1485","","","","","","","","11 Apr 2012","International"
"Australia","AUS","Cattle","Guernsey","2009","1387","1387","","","","","1387","","","","","","","","11 Apr 2012","International"
"Australia","AUS","Cattle","Guernsey","2022","2317","2555","increasing","census at breed level","112","2205","","","95","","yes","","","very reliable","28/10/2022","International"
"Australia","AUS","Cattle","Hereford","1992","27577","27577","unknown","","","","","","","","","","","unknown","5 Apr 2012","International"
"Australia","AUS","Cattle","Hereford","2005","12062","12062","unknown","","","","","","","","","","","unknown","5 Apr 2012","International"
"Australia","AUS","Cattle","Hereford","2006","11226","11226","unknown","","","","","","","","","","","unknown","5 Apr 2012","International"
"Australia","AUS","Cattle","Hereford","2022","18317","22000","increasing","census at breed level","1000","19500","","","1000","","yes","","","very reliable","28/10/2022","International"
"Australia","AUS","Cattle","Highland Cattle","2000","297","297","","","","","","","","","","","","","5 Apr 2012","International"
"Australia","AUS","Cattle","Highland Cattle","2005","214","214","","","","","","","","","","","","","5 Apr 2012","International"
"Australia","AUS","Cattle","Highland Cattle","2022","0","0","","","","","","","","","","","","not reliable","28/10/2022","International"
"Australia","AUS","Cattle","Holstein","1999","664030","664030","","","","","","","","","","","","","11 Apr 2012","International"
"Australia","AUS","Cattle","Holstein","2005","474728","474728","","","","","","","","","","","","","11 Apr 2012","International"
"Australia","AUS","Cattle","Holstein","2006","444431","444431","","","","","","","","","","","","","11 Apr 2012","International"
"Australia","AUS","Cattle","Holstein","2007","392581","392581","","","","","","","","","","","","","11 Apr 2012","International"
"Australia","AUS","Cattle","Holstein","2008","381337","381337","","","","","","","","","","","","","11 Apr 2012","International"
"Australia","AUS","Cattle","Holstein","2009","353966","353966","","","","","","","","","","","","","11 Apr 2012","International"
"Australia","AUS","Cattle","Holstein","2022","0","0","","","","","","","","","","","","not reliable","28/10/2022","International"
"Australia","AUS","Cattle","Illawarra","1992","60000","90000","decreasing","","50000","88000","7000","60","","","yes","60","","unknown","28 Feb 2006","International"
"Australia","AUS","Cattle","Illawarra","1999","12621","12621","","","","","12621","","","","","","","","11 Apr 2012","International"
"Australia","AUS","Cattle","Illawarra","2005","6515","6515","","","","","6515","","","","","","","","11 Apr 2012","International"
"Australia","AUS","Cattle","Illawarra","2006","6120","6120","","","","","6120","","","","","","","","11 Apr 2012","International"
"Australia","AUS","Cattle","Illawarra","2007","5414","5414","","","","","5414","","","","","","","","11 Apr 2012","International"
"Australia","AUS","Cattle","Illawarra","2008","5399","5399","","","","","5399","","","","","","","","11 Apr 2012","International"
"Australia","AUS","Cattle","Illawarra","2009","5329","5329","","","","","5329","","","","","","","","11 Apr 2012","International"
"Australia","AUS","Cattle","Illawarra","2022","9085","10099","increasing","census at breed level","209","8876","","","131","","yes","","","very reliable","28/10/2022","International"
"Australia","AUS","Cattle","Irish Moiled","2022","3","21","","census at breed level","0","5","","","1","","yes","","","reliable","2/11/2022","Local"
"Australia","AUS","Cattle","Jersey","1999","91879","91879","","","","","","","","","","","","","11 Apr 2012","International"
"Australia","AUS","Cattle","Jersey","2005","79096","79096","","","","","","","","","","","","","11 Apr 2012","International"
"Australia","AUS","Cattle","Jersey","2006","73416","73416","","","","","","","","","","","","","11 Apr 2012","International"
"Australia","AUS","Cattle","Jersey","2007","64289","64289","","","","","","","","","","","","","11 Apr 2012","International"
"Australia","AUS","Cattle","Jersey","2008","63235","63235","","","","","","","","","","","","","11 Apr 2012","International"
"Australia","AUS","Cattle","Jersey","2009","56385","56385","","","","","","","","","","","","","11 Apr 2012","International"
"Australia","AUS","Cattle","Jersey","2022","0","0","","","","","","","","","","","","not reliable","28/10/2022","International"
"Australia","AUS","Cattle","Kynuna Composite","2022","8000","10000","","survey at species level","","","","","","","","","","not reliable","2/11/2022","Local"
"Australia","AUS","Cattle","Limousin","1992","9197","9197","","","","","","","","","","","","","10 Apr 2012","International"
"Australia","AUS","Cattle","Limousin","2005","6060","6060","","","","","","","","","","","","","10 Apr 2012","International"
"Australia","AUS","Cattle","Limousin","2006","6181","6181","","","","","","","","","","","","","10 Apr 2012","International"
"Australia","AUS","Cattle","Limousin","2007","5986","5986","","","","","","","","","","","","","10 Apr 2012","International"
"Australia","AUS","Cattle","Limousin","2008","5734","5734","","","","","","","","","","","","","10 Apr 2012","International"
"Australia","AUS","Cattle","Limousin","2009","6648","6648","","","","","","","","","","","","","10 Apr 2012","International"
"Australia","AUS","Cattle","Limousin","2010","6928","6928","","","","","","","","","","","","","10 Apr 2012","International"
"Australia","AUS","Cattle","Limousin","2022","4848","5010","decreasing","census at breed level","300","4000","","","250","","yes","","","very reliable","28/10/2022","International"
"Australia","AUS","Cattle","Lincoln Red","2001","131","131","","","","","","","","","","","","","5 Apr 2012","International"
"Australia","AUS","Cattle","Lincoln Red","2005","204","204","","","","","","","","","","","","","5 Apr 2012","International"
"Australia","AUS","Cattle","Lincoln Red","2006","81","81","","","","","","","","","","","","","5 Apr 2012","International"
"Australia","AUS","Cattle","Lincoln Red","2007","113","113","","","","","","","","","","","","","5 Apr 2012","International"
"Australia","AUS","Cattle","Lincoln Red","2008","120","120","","","","","","","","","","","","","5 Apr 2012","International"
"Australia","AUS","Cattle","Lincoln Red","2009","224","224","","","","","","","","","","","","","5 Apr 2012","International"
"Australia","AUS","Cattle","Lincoln Red","2010","124","124","","","","","","","","","","","","","5 Apr 2012","International"
"Australia","AUS","Cattle","Lincoln Red","2022","201","230","increasing","census at breed level","12","165","","","13","","yes","","","very reliable","28/10/2022","International"
"Australia","AUS","Cattle","Lowline","1998","544","544","","","","","","","","","","","","","5 Apr 2012","Local"
"Australia","AUS","Cattle","Lowline","2005","738","738","","","","","","","","","","","","","5 Apr 2012","Local"
"Australia","AUS","Cattle","Lowline","2006","691","691","","","","","","","","","","","","","5 Apr 2012","Local"
"Australia","AUS","Cattle","Lowline","2007","706","706","","","","","","","","","","","","","5 Apr 2012","Local"
"Australia","AUS","Cattle","Lowline","2008","613","613","","","","","","","","","","","","","5 Apr 2012","Local"
"Australia","AUS","Cattle","Lowline","2009","552","552","","","","","","","","","","","","","5 Apr 2012","Local"
"Australia","AUS","Cattle","Lowline","2010","585","585","","","","","","","","","","","","","5 Apr 2012","Local"
"Australia","AUS","Cattle","Lowline","2022","489","520","decreasing","census at breed level","","","","","","","yes","","","reliable","28/10/2022","Local"
"Australia","AUS","Cattle","Luing","2022","30","150","","census at breed level","0","75","","","1","","yes","","","reliable","28/10/2022","International"
"Australia","AUS","Cattle","Maine Anjou","1992","428","428","","","","","","","","","","","","","10 Apr 2012","International"
"Australia","AUS","Cattle","Maine Anjou","2005","114","114","","","","","","","","","","","","","10 Apr 2012","International"
"Australia","AUS","Cattle","Maine Anjou","2006","82","82","","","","","","","","","","","","","10 Apr 2012","International"
"Australia","AUS","Cattle","Maine Anjou","2007","110","110","","","","","","","","","","","","","10 Apr 2012","International"
"Australia","AUS","Cattle","Maine Anjou","2008","60","60","","","","","","","","","","","","","10 Apr 2012","International"
"Australia","AUS","Cattle","Maine Anjou","2009","93","93","","","","","","","","","","","","","10 Apr 2012","International"
"Australia","AUS","Cattle","Maine Anjou","2010","38","38","","","","","","","","","","","","","10 Apr 2012","International"
"Australia","AUS","Cattle","Maine Anjou","2022","324","490","increasing","census at breed level","23","300","","","24","","yes","","","very reliable","28/10/2022","International"
"Australia","AUS","Cattle","Mandalong Special","1992","352","2000","increasing","","","","","100","","","","","","not reliable","11 Apr 2012","Local"
"Australia","AUS","Cattle","Mandalong Special","2005","305","305","","","","","","","","","","","","","11 Apr 2012","Local"
"Australia","AUS","Cattle","Mandalong Special","2006","55","55","","","","","","","","","","","","","11 Apr 2012","Local"
"Australia","AUS","Cattle","Mandalong Special","2007","352","352","","","","","","","","","","","","","11 Apr 2012","Local"
"Australia","AUS","Cattle","Mandalong Special","2008","326","326","","","","","","","","","","","","","11 Apr 2012","Local"
"Australia","AUS","Cattle","Mandalong Special","2009","343","343","","","","","","","","","","","","","11 Apr 2012","Local"
"Australia","AUS","Cattle","Mandalong Special","2010","492","492","","","","","","","","","","","","","11 Apr 2012","Local"
"Australia","AUS","Cattle","Mandalong Special","2022","59","60","decreasing","census at breed level","4","55","","","2","","yes","1","","very reliable","28/10/2022","Local"
"Australia","AUS","Cattle","Meuse-Rhine-Issel","1999","26","26","","","","","26","","","","","","","","11 Apr 2012","International"
"Australia","AUS","Cattle","Meuse-Rhine-Issel","2004","4","4","","","","","4","","","","","","","","11 Apr 2012","International"
"Australia","AUS","Cattle","Meuse-Rhine-Issel","2022","0","0","","","","","","","0","","","","","reliable","28/10/2022","International"
"Australia","AUS","Cattle","Minature Hereford","2022","0","0","","","","","","","","","","","","not reliable","28/10/2022","Local"
"Australia","AUS","Cattle","Mishima","2022","77","83","stable","census at breed level","2","75","","","1","","yes","","","very reliable","2/11/2022","International"
"Australia","AUS","Cattle","Murray Grey","1992","10687","10687","unknown","","","","","","","","","","","unknown","5 Apr 2012","International"
"Australia","AUS","Cattle","Murray Grey","2005","7609","7609","unknown","","","","","","","","","","","unknown","5 Apr 2012","International"
